,no_edges,pct_edges_cause_isolation,avg_pct_trips_isolated,max_pct_trips_isolated,pct_edges_cause_delay,avg_pct_trips_delayed,max_pct_trips_delayed,IncomeLevel,GDP_CAP,AreaKM,Continent,SIDS,mean_slope,max_slope,landlocked,population,builtarea,Density,Clique_No,Edge_Connectivity,Ave_Path_Length,Assortativity,Diameter,Max_Degree,Transivitity,Articulation_Points,Total_Edge_Length,logGDP_CAP,logAREA,logPOP,POP_AREA,logEdges
MAR,37239.0,0.04,2.0,2.0,19.91,1.78,31.21,Lower middle income,3204.0,414347.98346211395,Africa,0.0,4.116117505898024,54.0,0.0,34689516.0,0.2910016855916139,0.0001420782965529,3.0,1.0,66.73148040937961,0.0318942966998027,190.0,16.0,0.1396747152742981,385.0,61718508.029950485,8.07215530818825,12.934461439515289,17.361948066701007,83.72073084596501,10.525111878184058
MDG,2670.0,7.23,8.0,40.73,22.7,12.31,50.32,Low income,522.0,591927.306833835,Africa,0.0,3.298476300050421,38.0,0.0,25889030.0,0.027081451059010834,0.0015036577742485,3.0,1.0,45.94687244814634,0.1173014852751112,139.0,10.0,0.1379518072289156,440.0,17787454.759250008,6.257667587882639,13.291139113816111,17.06932988482268,43.736840150994304,7.8898337513942955
MLI,4410.0,2.09,3.65,41.6,34.56,5.42,41.6,Low income,891.0,1255300.2490856636,Africa,0.0,0.41993928761352617,27.0,1.0,21208110.0,0.03270677887122912,0.0009453406602593,3.0,1.0,43.92229171154891,0.0569096055221812,141.0,8.0,0.1259396322423962,484.0,28702246.42084074,6.792344427470809,14.04288534423348,16.86989421365954,16.894850467406165,8.391629968440892
MOZ,5654.0,1.41,6.69,50.42,27.18,4.78,50.42,Low income,492.0,789645.4806173026,Africa,0.0,1.403615163007615,39.0,0.0,28783822.0,0.108072228801069,0.000775126845793,3.0,1.0,68.91387852690255,0.0992845213565095,169.0,8.0,0.1477685050798258,457.0,36842824.52448233,6.198478716492308,13.579339365008604,17.175324051162224,36.4515756836832,8.640118538253535
MRT,612.0,10.62,9.89,44.43,34.64,9.05,42.72,Lower middle income,1678.0,1043027.4259067727,Africa,0.0,0.29525639415695126,18.0,0.0,4159369.25,0.010297213593186295,0.0079858030168589,3.0,1.0,18.71155853645806,0.0245323035041626,57.0,8.0,0.1494252873563218,103.0,6154096.318988846,7.425357887027151,13.857638028849825,15.240873998145425,3.987785121166862,6.416732282512326
MUS,2372.0,0.34,2.0,2.0,47.18,3.22,29.7,High income,11204.0,2027.257006558549,Africa,1.0,3.679182311222361,18.0,0.0,1245733.125,6.278627707741477,0.0023021750313006,3.0,1.0,23.197825939262177,-0.0032786880349947,61.0,10.0,0.1291085362969969,72.0,1529308.966032355,9.324026136379999,7.614438930007397,14.03523476999531,614.4919568509688,7.771488760117616
MWI,2623.0,0.99,2.23,3.96,43.39,7.33,41.62,Low income,412.0,118008.14785668516,Africa,0.0,2.5406541627577255,50.0,1.0,17354890.0,0.13555948177382462,0.0017022629778894,3.0,1.0,33.90596927749547,0.0028468613245882,93.0,8.0,0.1194088669950738,140.0,15026830.394012678,6.021023349349527,11.67850895069691,16.669384869026878,147.06518418606674,7.872073979866873
NAM,5101.0,0.63,3.02,9.6,36.91,4.42,24.24,Upper middle income,4957.0,825392.9471850357,Africa,0.0,1.3175338402559107,44.0,0.0,2352082.5,0.011104660598829415,0.0009590705683033,4.0,1.0,35.387246410818,0.0634797509908499,100.0,8.0,0.170556035724575,126.0,43534041.67258535,8.508555998020574,13.623614851540385,14.6708116639161,2.849651802843322,8.537191877922927
NER,2665.0,2.78,3.11,14.87,29.76,9.72,48.06,Low income,555.0,1187317.7717569158,Africa,0.0,0.49928506998734146,32.0,1.0,22007372.0,0.03091667041573899,0.0018026976203038,3.0,1.0,30.897852997280733,0.0424741459589279,83.0,17.0,0.1265758951084215,203.0,15546877.141472328,6.318968113746434,13.987207347752857,16.906888046101262,18.535368141112652,7.887959336599945
NGA,47128.0,0.05,2.16,3.96,18.26,2.88,16.2,Lower middle income,2230.0,910162.1567094316,Africa,0.0,1.1898477392784428,36.0,0.0,203078400.0,0.8026232651497882,0.000107205155012,3.0,1.0,96.02246524195638,0.0327136258215993,231.0,14.0,0.1310632538031071,695.0,116738959.51867156,7.709756864454165,13.721378056804523,19.129102669343926,223.12331764506948,10.760622583201524
RWA,1918.0,1.46,2.28,5.88,52.97,3.79,21.23,Low income,802.0,25325.76990823662,Africa,0.0,5.051366157175707,36.0,1.0,12631325.0,0.6396669237130578,0.0023578585039031,3.0,1.0,22.218350236646383,0.0226547489766926,57.0,8.0,0.1299117882919005,76.0,7489067.1101304125,6.687108607866515,10.13957772976975,16.351690397771065,498.75384028866006,7.559038255443384
SEN,4596.0,0.74,3.48,42.42,25.33,4.72,42.42,Lower middle income,1447.0,196861.68667965173,Africa,0.0,0.2914002079746052,15.0,0.0,15360302.0,0.3139327575773521,0.0011116889399528,3.0,1.0,38.883117856926894,-0.0148633692089811,119.0,14.0,0.1361486486486486,145.0,14602324.28369282,7.277247726631484,12.190256663061014,16.54729694694885,78.02585794662751,8.432941638968646
SLE,1547.0,3.68,3.18,18.18,37.1,6.74,33.52,Low income,504.0,72722.48184300913,Africa,0.0,1.653988230495834,29.0,0.0,6493897.0,0.3233587677165518,0.0028036790358388,3.0,1.0,32.60191563590232,0.0031794844552527,94.0,8.0,0.147226173541963,160.0,7210269.49249037,6.222576268071369,11.194405857023238,15.686373370724565,89.2969661571618,7.344072850573066
SOM,1635.0,3.61,6.92,50.0,31.19,6.95,50.42,Low income,127.0,634535.0177624599,Africa,0.0,1.066540909657254,46.0,0.0,10468771.0,0.09071763215107465,0.0028060961795901,3.0,1.0,30.95164246730512,0.1081866868516977,90.0,8.0,0.1163559831629585,135.0,15434185.14779989,4.844187086458591,13.360647754152637,16.16390719295775,16.498334539385525,7.399398083331354
TCD,2396.0,2.67,3.58,13.15,34.97,5.37,29.07,Low income,710.0,1273034.4512079356,Africa,0.0,0.7446320703533419,40.0,1.0,15367420.0,0.014142207324378242,0.0020781996337997,3.0,1.0,31.821408405259337,0.0806003065790772,87.0,11.0,0.1407466560191655,156.0,22023222.934504755,6.565264970035361,14.056913940180367,16.547760241958308,12.07148792039243,7.78155595923534
TUN,23465.0,0.05,2.16,3.96,24.04,1.92,26.67,Lower middle income,3318.0,154772.95770839264,Africa,0.0,1.5889474263896028,28.0,0.0,11352769.0,0.7182189380481665,0.0002429487628876,4.0,1.0,69.55894711959522,-0.0073090482355461,204.0,14.0,0.1684558773884275,187.0,25670025.382658195,8.10711747075039,11.949714533071123,16.24497223689483,73.35111487233917,10.063265228228518
TZA,9618.0,0.62,2.0,2.0,28.62,3.85,26.89,Lower middle income,1122.0,942656.2976329927,Africa,0.0,2.2672549623338476,49.0,0.0,53098192.0,0.08962741283643492,0.0004195125959769,3.0,1.0,56.39929577888677,0.0179850934832099,157.0,8.0,0.1164379725567068,1051.0,64270157.585441865,7.022868086082641,13.756457017587879,17.78765343666827,56.32826315734527,9.171391621837609
UGA,8966.0,0.59,2.57,24.32,32.38,3.99,28.57,Low income,777.0,241398.0688874624,Africa,0.0,1.8046280769530116,49.0,1.0,39534148.0,0.17893175436522188,0.0005093388927735,3.0,1.0,54.65350327278358,0.0484710700921718,139.0,14.0,0.1282440175261206,351.0,37099468.90870168,6.655440350367647,12.394202587975885,17.492675362730097,163.7716000886091,9.101194924715385
ZAF,79195.0,0.03,2.0,2.0,11.42,2.63,23.43,Upper middle income,6001.0,1224071.2074484194,Africa,0.0,2.5496907229159884,45.0,0.0,57911840.0,0.5371486155247631,6.427180102595032e-05,4.0,1.0,93.84334056934776,0.0464189979367591,246.0,10.0,0.1580551179665594,1044.0,159782758.7588219,8.699681400989514,14.0176929163822,17.874432412138756,47.310842414729635,11.27966844449652
ZMB,3386.0,1.24,2.19,3.96,32.84,6.97,36.0,Lower middle income,1291.0,752131.950475292,Africa,0.0,1.182520396341396,36.0,1.0,17309528.0,0.07244797554528527,0.0012829387709325,3.0,1.0,39.40525898805458,0.0263376807951153,101.0,10.0,0.1113506853534575,275.0,28974587.97078985,7.1631723908466425,13.530667053597178,16.66676765930518,23.013951194416954,8.12740456269308
ZWE,5763.0,0.16,2.0,2.0,33.19,4.0,23.15,Lower middle income,1464.0,391579.4742284415,Africa,0.0,1.7196023044967508,32.0,1.0,14021227.0,0.12003756525850358,0.00085691624941,3.0,1.0,33.852852179493546,0.0430732104571553,77.0,8.0,0.1527953453073615,111.0,34693846.08019389,7.288927694521257,12.877943773117787,16.456082953572924,35.80684873135161,8.659213451436667
LSO,1002.0,6.29,2.4,5.88,45.41,8.14,30.81,Lower middle income,1158.0,30533.964585500053,Africa,0.0,8.350401483904035,34.0,1.0,1866769.375,0.1729059578484571,0.0040148895504686,3.0,1.0,22.120394597128676,0.010501363199972,54.0,10.0,0.1343537414965986,130.0,5074005.167434157,7.05444965813294,10.326594935978004,14.439719887845024,61.13747102092632,6.90975328164481
SWZ,1377.0,1.02,2.56,3.96,61.95,4.09,29.72,Lower middle income,3837.0,17379.416772328146,Africa,0.0,4.290177389462537,26.0,1.0,1084906.625,0.28281352776618035,0.0034807446821956,3.0,1.0,17.909760998976253,0.0015779275667816,47.0,10.0,0.1372620790629575,44.0,4432346.872418046,8.252446090246952,9.763041840852877,13.897004481345496,62.42480051041816,7.227662498728654
SDN,9366.0,1.44,4.39,34.67,21.08,4.84,34.67,Low income,442.0,1883877.0824138862,Africa,0.0,0.6340891921268619,39.0,0.0,40386084.0,0.041168616704212714,0.0005013562204999,3.0,1.0,59.15701935108682,0.081152721490912,161.0,9.0,0.1075572746206486,604.0,29706951.471454933,6.091309882077698,14.448842489109934,17.51399582814743,21.437748978957647,9.144841389743487
SSD,1118.0,5.99,5.94,47.09,43.65,8.2,47.09,Low income,1120.0,630300.4540473461,Africa,0.0,0.5956344407614153,42.0,1.0,14423923.0,0.015288615749216049,0.0036239282993792,3.0,1.0,29.394204307871835,0.0473719021796502,85.0,8.0,0.1420612813370473,173.0,14367140.792226247,7.02108396428914,13.353951895867983,16.484398705526026,22.884202141026098,7.0192966537150445
GNQ,1260.0,1.51,2.81,9.6,50.87,4.86,26.91,Upper middle income,8132.0,26956.395652074825,Africa,0.0,3.0281389420012745,41.0,0.0,1250401.375,0.12127360994634452,0.0040429320883669,3.0,1.0,20.53706502382442,0.0052110795741384,50.0,8.0,0.1161290322580645,42.0,3810776.832885626,9.003562174748238,10.201975863658154,14.038975157736912,46.38607442697025,7.138866999945524
TJK,4153.0,3.35,7.86,48.48,33.9,6.5,48.48,Low income,871.0,142215.52338332517,Asia,0.0,15.991164005146446,66.0,1.0,8984482.0,0.7575029272916511,0.0010038369631478,3.0,1.0,56.937839456666296,0.082209804629404,172.0,12.0,0.1262303149606299,454.0,11507043.146871092,6.769641976852503,11.865098956239288,16.01100942489625,63.1751146869065,8.331586243630754
AFG,36088.0,0.48,2.13,11.39,18.16,3.97,29.05,Low income,502.0,645838.7991077955,Asia,0.0,7.4900626266449315,66.0,1.0,29056024.0,0.08464645608764206,0.0001007568405583,3.0,1.0,109.05715805626296,0.0948353423698276,326.0,11.0,0.0892319943372854,5835.0,98322315.44182897,6.218600119691729,13.378305214640369,17.184736386374006,44.989591892187214,10.493715679088233
ARE,47076.0,0.08,2.16,5.88,12.33,2.03,44.51,High income,43103.0,71294.33504006521,Asia,0.0,0.6849848789209951,40.0,0.0,8123026.0,0.9992602747729701,0.000117538447982,4.0,1.0,77.2155602179273,0.112614934872928,256.0,18.0,0.1516855625069039,763.0,21520917.51726825,10.67134787923793,11.17457215079237,15.910213302815855,113.93648591343351,10.759518595997553
ARM,6982.0,0.96,3.53,18.18,35.48,3.73,27.15,Upper middle income,4623.0,29669.474273066295,Asia,0.0,8.88770891749277,45.0,1.0,2809797.0,1.3902067328927028,0.0006287921606854,4.0,1.0,42.95438933312008,0.1043933520498562,120.0,8.0,0.0965556182947487,481.0,9772087.228996484,8.438799123988225,10.2978739939862,14.848622796707467,94.70329585687033,8.851090687664982
AZE,12986.0,0.79,2.29,3.96,27.61,3.45,22.73,Upper middle income,4794.0,86288.10797858908,Asia,0.0,5.461298073267537,49.0,1.0,9943796.0,1.2734899665029396,0.0003136680881488,3.0,1.0,87.90763008614641,0.1136760149883221,250.0,16.0,0.1113095238095238,1496.0,19937885.659376733,8.475120414994329,11.365447068950566,16.112459397078904,115.2394719613899,9.471627133068433
BGD,14509.0,0.94,3.72,48.87,20.48,3.97,48.87,Lower middle income,1856.0,139583.5884409724,Asia,0.0,0.3689499001378379,23.0,0.0,159659136.0,5.778512927573471,0.0002638799268309,3.0,1.0,89.61202115746295,0.0567855268689347,247.0,13.0,0.0970446447285684,2139.0,30846485.560849648,7.526178913346146,11.84641890108845,18.888551700667847,1143.8245554742791,9.582524425515684
BHR,5536.0,0.07,2.0,2.0,35.31,2.08,20.71,High income,23504.0,714.5887280107007,Asia,0.0,0.42538975501113585,2.0,0.0,1964631.375,25.26185933871904,0.0009904291907535,3.0,1.0,30.231478652100297,0.0745645851998475,77.0,10.0,0.1869267002727047,51.0,1422004.6219869724,10.064925898413659,6.571707171620374,14.49081519026743,2749.3176116410564,8.619027497297505
BRN,3044.0,1.02,4.94,16.7,47.6,4.11,38.38,High income,31087.0,5782.184621593482,Asia,0.0,1.8264536173990236,23.0,0.0,434641.25,0.5416585475275522,0.0016506159986118,4.0,1.0,33.972954624327606,-0.0085743668205062,97.0,12.0,0.1571155682903534,83.0,1519438.0546593172,10.344545004347415,8.662536852470105,12.982276257164578,75.16903704126617,8.020927718981577
BTN,381.0,16.01,8.96,42.91,34.91,13.98,45.53,Lower middle income,3243.0,38800.1403225656,Asia,0.0,20.63085047903251,73.0,1.0,825503.0,0.0869489152726836,0.0103375298458866,3.0,1.0,20.502333405687,0.1164549304295215,54.0,8.0,0.125,74.0,2782745.684573829,8.084254106307318,10.566179142165794,13.62374817649683,21.275773570331634,5.942799375126701
CHN,37183.0,0.31,2.0,2.0,99.58,1.09,17.35,Upper middle income,10262.0,9729809.591741009,Asia,0.0,5.359986256412756,77.0,0.0,1418311296.0,1.5819332989521022,3.0197365311366808e-06,4.0,1.0,241.0946519979481,0.2102173126279852,665.0,32.0,0.0699132627268033,76974.0,2126257217.2217789,9.23620303150191,16.090704884776567,21.07273277269762,145.76968671657363,10.523606946562516
CYP,5574.0,0.22,2.0,2.0,35.5,2.87,20.12,High income,27858.0,5715.258276602571,Asia,0.0,5.725572755417956,25.0,0.0,899586.0,4.153940886699507,0.0008798709396339,3.0,1.0,37.72165375957771,0.0804058481358394,94.0,14.0,0.1542139868499701,74.0,4209635.741669007,10.234875457247977,8.650894767964104,13.70968993647399,157.40076064152223,8.625868208041894
GEO,9188.0,0.85,2.56,13.15,28.99,4.88,40.61,Upper middle income,4769.0,69840.23322021282,Asia,0.0,11.702732060866628,64.0,0.0,3779092.75,0.8426427911320608,0.0004793571730573,4.0,1.0,58.809335580072265,0.0659249996676411,181.0,8.0,0.1323796423658872,657.0,14206976.569861116,8.469891918298224,11.153965529858034,15.144994525560472,54.11054023952305,9.125653563808989
IDN,64259.0,0.01,2.0,2.0,14.13,1.69,44.61,Upper middle income,4136.0,1993886.6901591395,Asia,0.0,4.525208573316455,61.0,0.0,271111072.0,0.7385417674022784,7.617621459076386e-05,4.0,1.0,98.90667532207578,0.0726191072974799,273.0,15.0,0.1084679356865644,480.0,68274248.5052161,8.327484416188264,14.505596402492676,19.418039154653,135.97115289352857,11.070677070768497
IND,50040.0,0.0,0.0,0.0,13.25,1.34,19.78,Lower middle income,2104.0,3179624.3288021465,Asia,0.0,3.262072084981776,79.0,0.0,1360604928.0,0.9906794888409133,8.889191006858848e-06,4.0,1.0,290.66533483262646,0.1339263108223097,897.0,15.0,0.0937621043503396,33751.0,986385126.9021575,7.651595573857601,14.972273612180992,21.031195237800176,427.9137367503343,10.820577964580847
IRN,338917.0,0.02,2.0,2.0,6.9,2.74,21.29,Upper middle income,5520.0,1629854.2768988635,Asia,0.0,4.899660116844296,64.0,0.0,78817648.0,0.3422076577439136,1.4306065498293883e-05,4.0,1.0,221.71059586920592,0.07090433942219,621.0,20.0,0.1210222318342675,14523.0,241120043.0901416,8.616133139271142,14.304001168110922,18.18264748914381,48.35870857728886,12.733510518626819
IRQ,48558.0,0.18,2.14,5.88,14.69,2.95,18.73,Upper middle income,5955.0,445313.57092078764,Asia,0.0,1.0920450122027843,45.0,0.0,41763940.0,0.48013436234934614,9.75676455094455e-05,3.0,1.0,84.20891649088212,0.0752049824487079,198.0,15.0,0.1082748759680251,1982.0,53202177.19047757,8.691986481789401,13.006533966751066,17.547543845747107,93.78546428226632,10.790514238723757
ISR,41383.0,0.22,2.34,5.88,15.12,1.73,42.34,High income,43641.0,22161.37589491028,Asia,0.0,3.089565591967925,28.0,0.0,7641991.0,4.726679291440698,0.0001358543895955,3.0,1.0,63.1208754016569,0.1247073214985556,199.0,10.0,0.2017770540550107,1520.0,14055496.342299895,10.683752354441571,10.00610622805427,15.849168729286117,344.8337791046226,10.630625447463311
JOR,20281.0,0.11,3.31,9.6,17.74,3.54,29.92,Upper middle income,4330.0,89161.00784320706,Asia,0.0,1.8084999588578952,39.0,0.0,6847301.5,0.768494925150845,0.0002534968940974,3.0,1.0,59.04980005918386,0.0043016501537796,156.0,16.0,0.151552334869076,166.0,11127601.583196351,8.373322820996535,11.398199091195531,15.739365191017189,76.79704015954187,9.917439766154132
JPN,443372.0,0.01,2.0,2.0,3.81,1.66,34.73,High income,40247.0,373838.42857479496,Asia,0.0,6.48566114578509,48.0,0.0,127094792.0,7.346197022600387,1.0917552800252413e-05,4.0,1.0,184.428138890792,0.1349528818825201,606.0,22.0,0.0792777236797738,28314.0,301486564.45207953,10.60279074590741,12.831578973895526,18.660443759710404,339.97251830030035,13.002164425771667
KAZ,24077.0,0.59,2.35,9.6,18.95,4.97,28.18,Upper middle income,9731.0,2763600.482064806,Asia,0.0,1.0170352833811238,62.0,1.0,17661046.0,0.12178576296036571,0.0001863156599422,4.0,1.0,80.86762527338924,0.1030768329177245,215.0,12.0,0.1119260962651653,1912.0,88651768.18649027,9.18307194482199,14.832044910030401,16.686871981284142,6.390593037820238,10.089012306943829
KGZ,4379.0,3.4,7.49,42.42,26.28,6.08,44.0,Lower middle income,1309.0,198704.00849180185,Asia,0.0,12.901951244826737,68.0,1.0,5579028.0,0.4499389273929687,0.0009430126616516,4.0,1.0,60.76584493848345,0.1201985613308987,155.0,8.0,0.1091947586515847,559.0,11884914.02454317,7.1770187659099,12.19957160192375,15.534525125635648,28.077078275097705,8.384575666801398
KHM,4348.0,0.92,2.19,5.88,36.55,3.51,29.37,Lower middle income,1643.0,181306.96019599534,Asia,0.0,1.4004941816324559,36.0,0.0,17895624.0,0.17943286570984815,0.00115113978194,3.0,1.0,34.83112265780914,0.0364019072600681,83.0,8.0,0.1331484049930651,206.0,13083907.672596464,7.404279118037268,12.10794678649692,16.700066771649755,98.70345838160091,8.3774712482411
KOR,149901.0,0.01,2.0,2.0,10.51,0.74,11.23,High income,31762.0,100192.89220629499,Asia,0.0,5.5461875608738,33.0,0.0,50627624.0,4.508174015740266,3.421473909141125e-05,4.0,1.0,80.51841481830346,0.1166209740912169,221.0,12.0,0.1374822070496272,2861.0,93471459.28045408,10.366025885670592,11.5148525290519,17.740007914146506,505.30155268658,11.917730355182513
KWT,16845.0,0.04,2.0,2.0,13.47,2.73,36.55,High income,32032.0,17403.149611900848,Asia,0.0,0.25862068965517243,5.0,0.0,3312404.75,2.3724983495056193,0.0003110939998638,3.0,1.0,38.63980744417192,0.127380012564009,111.0,18.0,0.1222444889779559,104.0,5725209.522677275,10.374490682114947,9.764406481000103,15.013184994146208,190.3336363743531,9.731809155840653
LAO,2497.0,5.09,3.09,34.67,30.36,7.58,49.78,Lower middle income,2535.0,230144.84012422612,Asia,0.0,6.950970122142628,43.0,1.0,7264510.0,0.0719985984601253,0.0015967555870458,4.0,1.0,37.45793249247344,0.0555761191045252,102.0,8.0,0.1157007376185458,360.0,16286453.32846797,7.837948916025283,12.34646412937306,15.798511406049814,31.56494838675857,7.822845290279774
LBN,15411.0,0.1,2.0,2.0,26.42,3.51,28.3,Upper middle income,7784.0,10248.110196653135,Asia,0.0,8.377296542088718,36.0,0.0,8887328.0,5.9059641010342085,0.000324728187378,3.0,1.0,56.721989096372965,0.0429276131031583,130.0,12.0,0.1446826051112943,85.0,8496781.765530143,8.959825623865841,9.23484859650989,16.00013699988245,867.216279827129,9.642836819135377
LKA,14946.0,0.14,2.0,2.0,29.24,2.26,15.64,Lower middle income,3853.0,65791.73003685691,Asia,0.0,2.3832948252939734,38.0,0.0,20908766.0,1.3138376968105652,0.000312871405268,4.0,1.0,53.72496805293233,0.059490862520246,147.0,10.0,0.1042471042471042,536.0,26161178.2805748,8.256607344626158,11.094249426084154,16.855679054837932,317.8023436727806,9.612198984490236
MMR,12982.0,1.02,2.75,21.33,21.81,4.09,27.35,Lower middle income,1408.0,670399.2653119655,Asia,0.0,6.197055181939849,58.0,0.0,48773244.0,0.20594279821487232,0.0003377692058557,4.0,1.0,57.88108286382494,0.0931409266989222,152.0,8.0,0.1251644427739146,1152.0,44444769.25399495,7.249925536717988,13.41562873225437,17.702692441775127,72.75253199644203,9.471319061593414
MNG,3723.0,2.1,3.75,18.18,31.88,7.14,37.03,Lower middle income,4295.0,1577068.0710569827,Asia,0.0,3.5456294336900323,43.0,1.0,3036005.25,0.006191010084683949,0.0011313031865191,4.0,1.0,39.62431010409023,0.062580164394757,103.0,8.0,0.138004246284501,419.0,38168567.96199726,8.365206834418355,14.271078029919737,14.926053146745174,1.925094614315036,8.222285073872717
MYS,87050.0,0.03,2.07,3.96,12.75,1.68,23.13,Upper middle income,11415.0,333490.13622096094,Asia,0.0,4.575280392354985,64.0,0.0,32812192.0,1.165250700951,5.8247433190522e-05,4.0,1.0,95.06917802070734,0.0494333459798299,264.0,12.0,0.1810126987173335,935.0,41606973.42095139,9.342683558963897,12.717368567351578,17.306310711605395,98.39029235413304,11.374237945196334
NPL,5672.0,1.78,2.19,7.76,26.3,7.58,46.14,Lower middle income,1071.0,148027.76471841772,Asia,0.0,16.766363120407817,87.0,1.0,35889628.0,0.18772686626330826,0.000633545095856,3.0,1.0,53.53983615844704,0.0233822137734716,149.0,9.0,0.0879673562345796,986.0,21275508.244268924,6.976348070447749,11.905155134600445,17.395958898065892,242.45200262444135,8.643297068211963
OMN,18037.0,0.3,2.11,3.96,15.93,3.86,33.17,High income,15474.0,309398.7927372033,Asia,0.0,1.4655093366074272,61.0,0.0,3503419.25,0.09964223306472504,0.0002796097666449,3.0,1.0,72.77346648258339,0.0170738003798046,187.0,10.0,0.1549883730703499,601.0,20157254.633192897,9.6469164751094,12.642386315165213,15.069249978146916,11.323312605733822,9.8001804826702
PAK,63320.0,0.12,2.0,2.0,15.71,2.0,30.08,Lower middle income,1285.0,876004.8918962333,Asia,0.0,5.725734063464365,83.0,0.0,220109312.0,0.8125745729335415,7.627267272350868e-05,3.0,1.0,98.46259420936858,0.0973907053867323,269.0,18.0,0.0962896891050079,2975.0,110434319.94477332,7.158513997329321,13.683126954259366,19.20963485364353,251.2649347465892,11.055956513994948
PHL,30789.0,0.27,4.91,32.32,16.98,4.42,46.91,Lower middle income,3485.0,295980.41734908544,Asia,0.0,5.749999290729839,48.0,0.0,101228552.0,0.7405742329202697,0.000149421162247,4.0,1.0,103.35048376611796,0.1505274869364032,377.0,10.0,0.11721946683199,1610.0,35761128.50080223,8.156223323194624,12.598048573513246,18.43289140941257,342.01097797834694,10.334912762313824
PRK,11657.0,0.81,2.04,3.96,27.0,3.45,22.89,Low income,647.0,122778.10597472028,Asia,0.0,7.336636105302665,37.0,0.0,23351246.0,0.4203879516344867,0.0002951600437415,4.0,1.0,58.45429640297213,-0.025508675667705,163.0,8.0,0.0982208363903154,2216.0,29432143.805995584,6.472346294500901,11.718133988691468,16.966160902539855,190.19063549333433,9.363662136919832
PSE,6569.0,0.85,2.31,5.88,31.63,4.31,32.83,Lower middle income,3199.0,6221.762379126672,Asia,0.0,4.560103201594933,27.0,0.0,5427295.0,7.053441354463836,0.0007553583122473,3.0,1.0,46.83728990914197,0.0288410731688935,127.0,10.0,0.1695515658964656,625.0,4170843.7091362905,8.070593539949519,8.735808486295438,15.506951409408636,872.3083057957946,8.790116892892472
QAT,13621.0,0.15,2.0,2.0,22.94,1.65,16.12,High income,64782.0,11615.77561382822,Asia,0.0,0.15613258185721954,3.0,0.0,5106712.0,3.359586621084452,0.0004057888168463,3.0,1.0,34.96507734550539,0.1759092406913539,92.0,12.0,0.1607627666451196,261.0,5897695.0039504655,11.078783065975195,9.36011941988663,15.446066310853801,439.63590291126303,9.519367998447342
SAU,140804.0,0.04,2.07,3.96,7.97,2.22,19.92,High income,23140.0,1924952.234628658,Asia,0.0,1.1255012775725592,48.0,0.0,34712040.0,0.1437700260571604,3.663100711678624e-05,4.0,1.0,117.02864583077512,0.1301187335146469,280.0,28.0,0.0944085018993202,4268.0,145904879.50579983,10.049318000747668,14.470411712216253,17.36259715879891,18.032676019463043,11.855124131393458
SYR,32978.0,0.12,2.1,3.96,18.15,3.12,33.19,Low income,2033.0,186870.69813134984,Asia,0.0,1.374361558887025,38.0,0.0,25462844.0,0.8847688262764465,0.0001493679845075,3.0,1.0,68.66325225682193,0.1283953357328967,196.0,12.0,0.1160348360655737,1234.0,44288624.77523799,7.617267813628347,12.138172202829212,17.05273084948976,136.259158094986,10.403595951460913
THA,90521.0,0.03,2.19,3.96,21.37,2.52,28.51,Upper middle income,7808.0,514759.57301758643,Asia,0.0,3.044800703813823,48.0,0.0,72569120.0,1.28833729356368,5.130620507806872e-05,4.0,1.0,163.09834535275317,0.116261741078662,510.0,12.0,0.1019245597746549,2750.0,140529100.47392842,8.962904128092928,13.15145522212864,18.10005004495784,140.9767273964242,11.413337146968821
TKM,7115.0,1.42,2.33,7.76,27.18,11.3,41.01,Upper middle income,6967.0,490728.7701680157,Asia,0.0,0.7256323777403035,37.0,1.0,9342614.0,0.13338039890309542,0.0006656764320416,3.0,1.0,89.13504661512657,0.0718014744801712,256.0,14.0,0.1185165805481064,393.0,14839641.841260064,8.848939995030118,13.10364685122949,16.05009664256864,19.03824386901399,8.869960510523953
TUR,302834.0,0.02,2.08,3.96,7.3,2.18,20.65,Upper middle income,9042.0,784272.9174802558,Asia,0.0,6.910960446559228,55.0,0.0,78456816.0,0.7621053900769836,1.5213651365941144e-05,4.0,1.0,187.63628750471156,0.1568716568718571,562.0,15.0,0.1240395961406769,22885.0,344273925.13425857,9.109635667854551,13.572512347787592,18.178058916734376,100.0376453799645,12.62094007957876
TWN,49728.0,0.04,2.0,2.0,16.08,1.46,25.17,High income,33402.0,36418.39735039325,Asia,0.0,11.497155465184191,52.0,0.0,23746042.0,5.624677924255476,0.000112043828063,3.0,1.0,65.983624707107,0.1960200866868229,180.0,16.0,0.0916445392957292,1015.0,33307651.8758104,10.416371057411563,10.502829347656398,16.982926421925253,652.034238946091,10.814323433727319
UZB,22349.0,0.36,3.59,21.33,26.56,5.56,46.38,Lower middle income,1725.0,448459.4536826223,Asia,0.0,1.5204142304314374,54.0,1.0,32623046.0,1.0794855137900037,0.0002171984452171,4.0,1.0,115.35562427497057,0.1046500760307599,325.0,10.0,0.098729682314895,632.0,31660636.65833476,7.45298232946546,13.013573552119185,17.300529529093186,72.7446946030656,10.014536856311423
