,Continent,GDP_Capita,IncomeGroup,Area,Total_Edge_Length,Density,Edge_Connectivity,Edge_No,Clique_No,Ave_Path_Length,Assortativity,Diameter,Max_Degree,Transivitity,Articulation_Points,max_5perc_isolated,max_10perc_isolated,max_20perc_isolated,mean_5perc_isolated,mean_10perc_isolated,mean_20perc_isolated,min_5perc_isolated,min_10perc_isolated,min_20perc_isolated,max_5perc_surloss_e2,max_10perc_surloss_e2,max_20perc_surloss_e2,mean_5perc_surloss_e2,mean_10perc_surloss_e2,mean_20perc_surloss_e2,min_5perc_surloss_e2,min_10perc_surloss_e2,min_20perc_surloss_e2,areaLog,edgeLog,edgeAreaLog
Algeria,Africa,3948,Lower middle income,2316742.429160013,101571611.76973815,7.496004014819151e-05,1,70604,4,89.15900348663668,0.057320569872867,220,13,0.1596915778590205,2013,29.233333333333334,60.69292929292929,89.910101010101,15.564242424242424,38.41383838383838,81.15545454545455,3.97979797979798,22.174747474747473,69.52424242424243,57.60970893440374,87.6979539344328,98.72155445291509,51.55880847414305,67.03405778509823,89.81778137250221,45.207401075127294,61.42243617004831,83.29102637442391,14.655672631572664,18.436274642350753,3.78060201077809
Ecuador,South-America,6184,Upper middle income,256814.08018880684,34739103.47841767,0.0002016209872918,1,24312,4,82.94558851463624,0.137683446311152,207,11,0.1235480464625132,1194,31.577777777777772,61.652525252525244,96.16666666666667,13.711818181818183,42.13787878787879,89.63838383838383,3.97979797979798,22.480808080808085,78.58989898989898,78.95157671591767,92.84719107880724,99.91310585084436,65.63400893145972,84.3858181941948,98.5663375983949,52.755750571671605,75.72434426687724,95.69656590188066,12.456107678690532,17.36337651183565,4.9072688331451175
Egypt,Africa,3020,Lower middle income,986809.855587611,64235416.029699385,5.8367630791980646e-05,1,81272,3,88.48812578878838,0.106919195287139,270,28,0.0755501777206382,1290,7.83939393939394,25.603030303030298,82.44848484848484,2.8983838383838383,11.932525252525252,70.770101010101,0.0,3.97979797979798,53.67171717171718,54.387854188179865,71.32516588170543,92.4338262189964,47.332930200628915,66.39966310190485,84.89611887572066,39.41200108785659,61.55472022628683,80.48502185125352,13.80223265100904,17.978065268109358,4.175832617100317
Eritrea,Africa,643,Low income,120452.01020922039,4805115.780501455,0.0047697695613755,1,1031,3,19.93917271562273,-0.0002249884805897,50,8,0.1577503429355281,64,35.06849315068491,60.98363774733637,87.2564687975647,13.69044901065449,30.56202435312024,66.95681126331812,0.0,10.490867579908679,39.07534246575343,57.51931421144034,83.50657189933958,97.91280588899367,29.079594041818062,55.13180500309106,86.95431248065894,7.003076161821715,23.688586775900323,66.93604410305889,11.699006697062911,15.385191695934202,3.6861849988712905
Spain,Europe,29614,High income,506548.90449632035,222259932.2850669,1.4366127980158409e-05,1,347049,4,194.28149279650916,0.0098282467657648,505,24,0.18340197656938,11494,11.696969696969695,22.666666666666664,67.13232323232323,5.749898989898989,13.88,53.392323232323236,2.0,7.878787878787878,42.34747474747475,93.8492103220907,98.91287449145923,99.9919857494386,80.7764739524554,95.76281435929428,99.8761100331135,73.58671681693907,92.29594660795496,99.49277485016869,13.135376151803186,19.219358121056324,6.083981969253137
Estonia,Europe,23660,High income,45469.00923905507,16234115.057896417,0.0004046283137907,1,11792,3,53.04892018764844,0.0273201070085304,146,8,0.1566072526121696,358,9.778787878787881,15.394949494949493,37.63636363636363,3.73949494949495,8.44969696969697,26.50838383838384,0.0,2.0,15.434343434343434,83.20246103825856,91.14480672551377,98.6108102673507,78.18964966089577,88.38182143524087,95.96696792237343,71.0604761342037,85.74362239869028,94.04911817198875,10.72478625724925,16.6026254537425,5.877839196493252
Ethiopia,Africa,858,Low income,1131885.4987498578,56877993.28589292,0.0003875650894316,1,12283,3,52.11587167547295,0.0980582178462882,124,12,0.114058764556181,508,13.555555555555555,35.94141414141414,91.98383838383839,6.9102020202020205,19.367878787878787,79.62828282828282,2.0,9.796969696969699,60.10808080808081,34.411468374866416,64.68273557525225,97.82933701236573,25.083122529192288,48.995880819038646,90.01933508376986,17.044207726454307,37.741047223455,79.40478530528732,13.939395383115048,17.856419063053032,3.9170236799379854
Finland,Europe,48686,High income,336795.6777989304,84349633.74818431,8.555570624247791e-05,1,55417,4,89.64777695314753,0.0718122249678893,236,8,0.1693062443342398,2256,9.778787878787881,17.35757575757573,46.370707070707056,4.124545454545454,10.526363636363637,34.2959595959596,0.0,3.97979797979798,24.25959595959596,86.95794838897868,94.54663004373654,99.38485081242473,83.57184146235696,92.16250007167591,98.2050387423863,78.91771249727731,90.01255189575286,96.97670540302715,12.727231728129395,18.250481024898033,5.523249296768636
Fiji,Oceania,6220,Upper middle income,21115.07903235143,1371242.972176487,0.0078562528690405,1,599,4,19.416460095743982,0.0372403335860501,46,8,0.1876750700280112,44,20.848861283643885,54.73291925465836,83.69151138716356,7.144513457556935,21.262525879917185,60.09834368530021,0.0,2.857142857142857,28.71428571428572,53.27529555860419,74.12499162723935,91.37885243120854,27.869008645656862,49.39415251619163,75.97476512720426,7.529664785708813,23.414895467261722,56.713565957008356,9.957742710309248,14.131228165436465,4.173485455127217
France,Europe,40494,High income,549709.76142579,462736931.98229647,8.497447708983309e-06,1,594455,4,166.5669825046403,-0.0317023897514712,495,16,0.1598753383899169,8587,7.878787878787878,15.434343434343434,37.83636363636361,3.6965656565656566,9.19,28.281111111111112,0.0,3.97979797979798,19.090909090909093,90.31081881587363,98.16316600318382,99.52629463410874,85.63825488403894,96.71837129044711,99.42208844957916,80.504995509171,94.81759643353053,99.25964636331217,13.217145711424012,19.95266926911053,6.735523557686517
Faroe Is.,Europe,58623,High income,1438.8973474205397,412141.17004635336,0.0133250311332503,1,321,3,17.136156081361563,-0.0848426194755506,51,6,0.1463414634146341,69,44.64734299516905,67.83574879227052,88.6086956521739,14.706280193236715,33.63768115942029,70.9352657004831,0.0,4.3478260869565215,38.73913043478261,68.97368683663672,85.23285909176118,97.22581795473732,32.917858978588406,56.00033768287337,81.78467080865384,3.834327451349796,17.196994585764838,61.868045981170724,7.271632368290391,12.929121215385592,5.657488847095202
Micronesia,Oceania,3568,Lower middle income,788.6787958757003,44707.90668648511,0.4666666666666667,1,7,2,1.8,-0.1666666666666659,3,3,0.0,2,100.0,100.0,100.0,72.75,100.0,100.0,50.0,100.0,100.0,100.0,100.00000000000004,100.00000000000004,71.76704302469483,100.0,100.0,20.61267720384553,100.0,100.0,6.670359135137887,10.7079056483262,4.037546513188312
Gabon,Africa,7667,Upper middle income,265121.8037104107,5507734.251292208,0.0030327399738315,1,1648,3,32.39763306422673,-0.0083360832768891,93,8,0.1738721804511278,102,55.84733893557421,76.95378151260505,92.2689075630252,21.992577030812328,47.54565826330532,83.01330532212886,2.3529411764705883,13.50700280112045,65.55462184873949,94.15687257455144,97.80765082813093,99.7634632137594,57.37149132407586,85.11338914872601,98.09884804431087,13.3758508920357,50.16974626313234,92.55193923663336,12.487944636010853,15.521663889898422,3.0337192538875684
United Kingdom,Europe,42300,High income,245398.54909992107,155551098.45432556,1.8401071536738056e-05,1,269025,3,122.27214756685945,0.0003697880541485,375,16,0.1698635968029432,3788,5.9393939393939394,11.696969696969695,32.987878787878756,2.366060606060606,6.076060606060606,24.958888888888893,0.0,0.0,15.434343434343434,75.06073277405072,93.31200099494639,99.92360198104576,66.00150140206341,88.10965479051316,99.32447886043381,58.91538347276614,83.31369054093261,98.53633759761607,12.410638898853211,18.862484843027286,6.451845944174074
Georgia,Asia,4769,Upper middle income,69840.23322021282,14206976.569861116,0.0004793571730573,1,9188,4,58.809335580072265,0.0659249996676411,181,8,0.1323796423658872,657,26.948484848484842,65.98383838383839,93.72020202020202,13.648282828282829,36.53424242424242,87.07373737373737,3.97979797979798,15.434343434343434,73.85656565656565,65.4509414082988,89.72290719752084,99.91503307812258,52.6147492958498,74.2051554188603,96.52343873940671,39.977910887334865,62.63082852878624,91.92777125080053,11.153965529858034,16.46924370965606,5.315278179798024
Ghana,Africa,2202,Lower middle income,238433.84971315772,28006495.052224424,0.0004914586005255,1,9829,3,48.73995994929911,0.0404517362953549,119,10,0.1466933867735471,214,7.878787878787878,43.48383838383836,73.57777777777778,3.6004040404040403,11.713535353535354,56.19565656565656,0.0,3.978787878787879,29.36969696969697,55.45167068902931,72.02392772664031,93.12416887321216,46.59623570552294,64.51048737037512,85.36826839974856,37.333056166798485,58.22747835680636,80.1544906951976,12.38184719114596,17.147947007390364,4.766099816244402
Gibraltar,Europe,61700,High income,7.210305358424977,39646.69493601681,0.0176683087027914,1,269,3,12.50206896551724,-0.0302408235798756,30,6,0.1939163498098859,10,7.222222222222221,14.049382716049381,56.942901234567884,1.4310185185185185,3.7516975308641975,21.210185185185185,0.0,0.0,0.0,14.160749698153191,24.340584839298984,80.63453352429784,4.450255505020657,10.807651830343007,38.84657607335635,0.16369529744828398,1.1025719424112213,10.178295520572716,1.9755113024700726,10.587762867624425,8.612251565154352
Guinea,Africa,1064,Low income,245145.7681120317,20030502.33393973,0.0015321287731815,1,2802,3,42.91681448446765,0.0666551592057752,105,9,0.1235911387485425,240,20.826262626262608,60.01010101010098,92.85555555555555,8.937272727272727,27.40373737373737,83.11252525252524,0.0,9.7979797979798,65.95151515151515,79.31473000632401,97.49072923942371,99.8714504030198,54.942415052765845,80.66823244517472,97.84757529404577,37.54604607185279,66.3088681716718,92.18628827895361,12.40960828448711,16.812766786405895,4.403158501918786
The Gambia,Africa,751,Low income,10664.597628932963,1725420.700473506,0.0077385842631118,1,584,3,21.13228473749768,0.064359975796249,65,7,0.1568627450980392,56,71.7275494672755,81.28424657534246,89.16856925418568,32.765410958904106,54.22697869101979,77.49467275494672,0.0,10.683028919330289,51.695205479452056,73.41926841977613,80.44476631947865,90.93380152611542,37.13900586765769,58.89442354553252,79.10422338913108,2.20212652838578,15.731403787161637,57.775324377098244,9.274684902011161,14.360981463045116,5.0862965610339534
Guinea-Bissau,Africa,698,Low income,33860.10469763923,2021636.017312381,0.0109296109296109,1,368,3,15.913899613899614,0.0106336021828985,37,8,0.1834061135371179,62,40.69549549549547,56.439639639639644,82.48828828828827,15.106306306306305,30.67927927927928,60.06936936936937,2.5333333333333363,7.891891891891892,37.486486486486484,59.25099221362726,82.99507292601916,93.85436495133858,24.554164315273155,46.325008721577234,76.19138319250611,4.3268527745172225,17.691736751111055,49.51070672570839,10.429992747756748,14.519417651138204,4.089424903381457
Equatorial Guinea,Africa,8132,Upper middle income,26956.395652074825,3810776.832885626,0.0040429320883669,1,1260,3,20.53706502382442,0.0052110795741384,50,8,0.1161290322580645,42,9.595959595959595,17.13131313131313,56.82727272727272,2.9964646464646467,6.986161616161617,30.036767676767678,0.0,0.0,11.655555555555555,35.230703421924474,66.39515260804896,94.37902787724813,18.12697172116061,39.70763676429872,81.45027623555116,5.09430344350779,20.195977759069038,63.28297549552302,10.201975863658154,15.153343619465335,4.95136775580718
Greece,Europe,19583,High income,132634.79691096,67971180.74617803,5.8724948759112495e-05,1,81429,4,129.8605197093708,0.112379960395749,376,11,0.1623397150361808,3012,13.575757575757578,25.60505050505049,86.14444444444445,7.344848484848485,17.537373737373738,69.52030303030303,2.0,7.878787878787878,51.05858585858586,88.75995658002091,96.60795628671625,99.8660132479961,81.91179951163711,93.42643979261742,99.42360724134136,73.76810903299072,89.55079077489577,98.41209272479497,11.795354742450742,18.03459436075025,6.239239618299509
Grenada,Central-America,10966,Upper middle income,359.43350665444814,214375.5319455964,0.0329292929292929,1,163,3,8.881818181818181,-0.1524630748573344,24,8,0.055813953488372,7,4.651162790697675,13.510520487264674,37.58582502768548,0.8050941306755262,2.559246954595792,9.837763012181618,0.0,0.0,0.0,12.030306604707595,27.503452622518427,51.92726409429876,3.472754683448488,8.689956449420892,23.29576833793199,0.017327225190639207,0.74072895676681,5.459586929950033,5.884529199426371,12.275484578278139,6.390955378851768
Greenland,North-America,54471,High income,2154641.829283569,24729.62036067282,0.0434607645875251,1,108,3,9.940845070422537,-0.1268801662225042,27,8,0.1353383458646616,26,37.735849056603776,50.391872278664664,74.02757619738752,9.215529753265603,21.285921625544265,47.796081277213354,0.0,0.0,20.827285921625545,64.96525597669029,75.10678228191351,90.58338097677245,14.947042831418633,32.51629237029714,65.07174240754934,0.11031264846348802,1.7149687959601756,25.455699465456956,14.5831350631977,10.115757009029767,-4.467378054167932
Guatemala,Central-America,4620,Upper middle income,109303.67493649192,17141336.63140106,0.0004597210900674,1,9830,4,49.82213077685382,0.1571694290165953,125,10,0.1181908057340583,669,35.4050505050505,61.43030303030302,94.59090909090911,16.469191919191918,39.92696969696969,88.90505050505051,5.9393939393939394,22.605050505050507,79.03232323232324,64.9810896714552,82.82720818552681,99.53294027165735,54.46812884142309,74.46262802732052,95.14911432766284,42.090692527957124,66.10930771009939,89.90222092602096,11.601885296074173,16.657003451255633,5.055118155181462
Guyana,South-America,5468,Upper middle income,209881.9701580743,1042824.2030124762,0.0088850543395997,1,587,3,17.94923258559622,0.1628065606300185,64,8,0.1216509775524982,51,66.63319238900633,76.10993657505286,88.16596194503171,29.372621564482028,47.004756871035944,72.62790697674419,0.0,12.801268498942921,46.802325581395344,68.24425212880816,79.9213681017995,93.78703028093501,24.772015469447798,42.765883050662616,69.07719273499764,0.7663007710500515,8.08805437624138,36.09265772585457,12.254300604825746,13.857443170412033,1.603142565586288
Honduras,Central-America,2575,Lower middle income,112265.12107140028,12045297.358411668,0.0008105126852429,1,5239,4,47.1498073117867,0.1053118295059109,121,10,0.1262582686223756,468,25.906060606060603,54.66767676767673,96.04242424242425,12.153030303030302,34.683535353535355,89.24919191919193,2.0,17.23030303030303,75.84343434343434,74.48318689988899,92.47218907368543,99.54222671614463,57.480940342739785,81.59152246659878,97.93116716540757,39.58422422921544,68.70385441997674,94.03536830610207,11.628618505408692,16.304184881016685,4.675566375607991
Croatia,Europe,14853,High income,57063.55110818711,29085353.23672628,0.0002090257329663,1,20709,4,68.77062654204296,0.0527993859494795,180,8,0.1598205210838146,1419,15.414141414141412,26.161616161616163,76.96868686868686,8.194040404040404,18.29010101010101,58.206464646464646,2.0,9.7979797979798,40.86767676767677,64.97933708233687,86.57397099873869,99.16955316807982,49.07869995351311,75.25175209569439,96.44402059196723,39.37672177920572,65.78971816427509,92.96179589915707,10.95192085746449,17.185745280232663,6.2338244227681745
Haiti,Central-America,755,Low income,27128.563540165178,4248069.02464859,0.0030547390605069,1,1377,3,28.305961954411845,0.0628753249842821,72,8,0.1418918918918918,153,36.25454545454544,67.43333333333332,90.73737373737373,13.841616161616162,37.08373737373738,77.75979797979798,2.0,11.676767676767676,59.16262626262627,69.85946135562693,90.31843328194016,98.94241990086626,47.55790844367475,71.46428479655555,92.78242698963781,18.77267595021703,51.832784372956,82.93204895956706,10.208342456966486,15.261975090512154,5.053632633545667
Hungary,Europe,16476,High income,93045.6660452114,36389994.68807276,0.0001430621585543,1,32002,4,72.13739712149031,-0.0065993937640201,204,10,0.1877752249664943,1578,9.7979797979798,19.090909090909093,49.45151515151515,4.931111111111111,11.786868686868688,38.34565656565656,1.9000000000000021,5.841414141414144,27.77373737373738,55.191619273899995,75.6293197569251,99.93186349531364,45.372169500948495,66.8499290622438,94.13582777990035,37.125909926070214,58.4385676628682,89.12816105905524,11.440845684362474,17.409804423616162,5.968958739253689
Indonesia,Asia,4136,Upper middle income,1993886.6901591395,68274248.5052161,7.617621459076386e-05,1,64259,4,98.90667532207578,0.0726191072974799,273,15,0.1084679356865644,480,3.97979797979798,7.971717171717139,50.46161616161612,1.0066666666666668,3.2803030303030307,22.396060606060605,0.0,0.0,9.7979797979798,55.91892595967421,78.14189307645978,95.71400478336993,35.0919793184933,59.64482420891054,88.99330550366963,25.017596504985317,46.47636978566555,81.54769633868605,14.505596402492676,18.039043218382705,3.53344681589003
India,Asia,2104,Lower middle income,3179624.3288021465,986385126.9021575,8.889191006858848e-06,1,496913,4,290.66533483262646,0.1339263108223097,897,15,0.0937621043503396,33751,11.790909090909057,32.01717171717171,60.48686868686868,6.766868686868687,18.320404040404043,52.027373737373736,2.0,7.878787878787878,42.36060606060607,53.32505698373178,80.07199454757085,98.0454884528054,44.641852616333,73.59164194716188,96.35056380939862,38.119705517867,67.28827538979073,94.37384620600763,14.972273612180992,20.709557431539903,5.737283819358911
Ireland,Europe,78661,High income,70324.26906654472,39308655.5117463,0.0001509034574699,1,31168,4,67.39505604774607,0.0128742758364175,207,12,0.1378308217277016,907,16.931313131313104,25.576767676767673,43.31515151515152,4.937373737373737,12.722727272727273,33.77424242424242,0.0,3.8616161616161637,22.665656565656562,89.48429501886255,96.22383319244521,99.43171861720691,80.78804544640175,92.35521307727127,98.38895482590142,74.61866179279698,88.07536434903075,97.09428339796033,11.160872239653772,17.48695529461894,6.32608305496517
Iran,Asia,5520,Upper middle income,1629854.2768988635,241120043.0901416,1.4306065498293883e-05,1,338917,4,221.71059586920592,0.07090433942219,621,20,0.1210222318342675,14523,19.090909090909093,52.27272727272727,99.49595959595959,11.012222222222222,36.49666666666666,98.86101010101011,3.97979797979798,22.666666666666664,97.55353535353535,96.98666031197845,99.8361544816514,99.99991744214411,67.80277464105008,90.51855871442858,99.74101236397141,58.86956569269558,82.485509733778,98.77643474332703,14.304001168110922,19.300805471550728,4.996804303439806
Iraq,Asia,5955,Upper middle income,445313.57092078764,53202177.19047757,9.75676455094455e-05,1,48558,3,84.20891649088212,0.0752049824487079,198,15,0.1082748759680251,1982,18.91414141414141,32.79090909090909,85.21515151515152,10.073737373737375,21.639292929292928,67.77131313131314,3.97979797979798,13.424242424242426,46.88888888888889,49.726499429098446,74.8792366650519,98.70037305549101,41.134489453681006,66.13086776781138,92.90995577718535,33.17380160901385,57.770667180869125,88.64530398726336,13.006533966751066,17.78960987810752,4.783075911356454
Iceland,Europe,66945,High income,102209.2931724683,12815526.573376808,0.0006052162095511,1,6452,3,50.76368698990578,0.070354199850121,142,8,0.1271474666434115,1045,54.97171717171711,85.15454545454546,97.92525252525252,31.46,65.48585858585858,95.46838383838383,15.309090909090907,43.7939393939394,91.3232323232323,97.74992809268632,99.63159493122096,99.98280144943467,89.69124295709241,94.669485689968,98.8645908907004,83.72142219389433,88.95084615326995,95.12887286901024,11.534777883855206,16.36616800732838,4.8313901234731755
Israel,Asia,43641,High income,22161.37589491028,14055496.342299895,0.0001358543895955,1,41383,3,63.1208754016569,0.1247073214985556,199,10,0.2017770540550107,1520,20.84848484848485,44.855555555555554,87.15555555555555,11.760808080808081,30.2389898989899,77.05323232323232,3.97979797979798,19.070707070707076,62.82121212121212,70.54644570042184,90.81957604967124,99.01892534879661,51.179159016907604,78.01158360173199,97.0502783401345,35.69745180968697,63.111318841262964,93.41726361088621,10.00610622805427,16.45852407598596,6.452417847931687
Italy,Europe,33190,High income,301258.6139324879,195439273.79774755,1.4154503890582074e-05,1,356087,4,135.82957117309792,-0.0423342210142022,457,16,0.1964683774469153,6061,7.878787878787878,19.090909090909093,52.48484848484849,3.6862626262626264,10.607070707070706,41.77656565656565,0.0,3.97979797979798,29.575757575757574,72.15273567755447,92.82978539919648,99.92765780880318,63.92599289596528,87.28494902165949,99.57506322245916,56.68491851526527,81.53316190931152,98.96792674346423,12.615724357344966,19.09076026917695,6.475035911831985
Jamaica,Central-America,5582,Upper middle income,11008.257281782719,3850800.2980647385,0.0021066307423344,1,2416,4,26.28594024527948,-0.0629221927902971,71,10,0.1477037649979313,54,3.97979797979798,13.373737373737374,59.80101010101008,1.3668686868686868,3.9878787878787882,26.46181818181818,0.0,0.0,5.9393939393939394,35.19344976979413,57.28046325555403,84.2311616164706,22.95212880190655,41.67437650892034,71.55799781766294,10.707949028576309,27.168313630840142,60.89036364156566,9.306400932154968,15.163791554289274,5.8573906221343055
Jordan,Asia,4330,Upper middle income,89161.00784320706,11127601.583196351,0.0002534968940974,1,20281,3,59.04980005918386,0.0043016501537796,156,16,0.151552334869076,166,11.575757575757576,22.495959595959583,79.80707070707071,4.26,11.14909090909091,57.884040404040405,0.0,2.0,29.454545454545457,56.981368186060415,74.29957003856843,92.69240980070276,35.47348115270373,64.891301721972,86.76744229632848,18.977052308536827,52.02740309942207,82.77483377093428,11.398199091195531,16.22493920885284,4.82674011765731
Japan,Asia,40247,High income,373838.42857479496,301486564.45207953,1.0917552800252413e-05,1,443372,4,184.428138890792,0.1349528818825201,606,22,0.0792777236797738,28314,9.7979797979798,19.090909090909093,53.235353535353525,4.843333333333333,11.650707070707071,37.13030303030303,0.0,5.9393939393939394,24.424242424242426,90.77312100228541,96.82005232676788,99.0237101622039,85.53541876156261,94.10264339140709,98.66167353996653,80.48114846360349,90.82415675915222,98.19442471520546,12.831578973895526,19.524236010790588,6.692657036895063
Kazakhstan,Asia,9731,Upper middle income,2763600.482064806,88651768.18649027,0.0001863156599422,1,24077,4,80.86762527338924,0.1030768329177245,215,12,0.1119260962651653,1912,53.534343434343434,84.3111111111111,98.44646464646465,26.986767676767677,63.606767676767674,96.53717171717172,11.696969696969695,36.13939393939393,93.60505050505051,95.7375448452652,99.58650532309957,99.9976479367942,87.24279159023722,96.09275946693519,99.8852402312289,77.99431459971126,90.54951927679015,99.64384737878638,14.832044910030401,18.30022653598767,3.468181625957267
Kenya,Africa,1817,Lower middle income,586416.0264853059,41517755.18448516,0.0005138701760451,1,9162,3,41.62337993761542,0.091596242506339,102,11,0.1350354922137236,229,13.272727272727272,25.42929292929292,74.61111111111111,4.926464646464646,13.625151515151515,49.962323232323236,0.0,3.97979797979798,31.146464646464647,49.89114910662477,68.39240083326044,94.07810422085906,39.99771780944589,58.49757762363746,83.96332450888262,31.420661989230197,51.092909479962394,75.40335869001234,13.281784759476656,17.541631729476027,4.259846969999371
Kyrgyzstan,Asia,1309,Lower middle income,198704.00849180185,11884914.02454317,0.0009430126616516,1,4379,4,60.76584493848345,0.1201985613308987,155,8,0.1091947586515847,559,75.17272727272726,91.31515151515153,97.87979797979797,52.31070707070707,81.43484848484849,96.38080808080808,18.922222222222224,63.309090909090905,94.15959595959596,95.00401472066343,98.69967267763562,99.85991181183553,76.56113547827927,93.78326622752758,98.73922927026756,44.16749088823839,84.51308649872972,95.21098697097686,12.19957160192375,16.29078042480354,4.09120882287979
Cambodia,Asia,1643,Lower middle income,181306.96019599534,13083907.672596464,0.00115113978194,1,4348,3,34.83112265780914,0.0364019072600681,83,8,0.1331484049930651,206,11.696969696969695,31.30101010101005,85.14242424242424,6.14939393939394,16.42141414141414,61.91363636363636,2.0,5.9393939393939394,31.014141414141417,53.545586204332295,77.16715184593926,96.9002053630758,35.68632993214632,59.68392631481513,86.74977796006083,18.61074363285306,39.96254949401748,76.33627419497854,12.10794678649692,16.386893611103474,4.278946824606554
Kiribati,Oceania,1655,Lower middle income,3372.0292836640137,39849.92655335567,0.4285714285714285,1,12,2,2.5,-0.1575562700964634,6,6,0.0,4,83.33333333333334,100.0,100.0,47.75,96.0,100.0,0.0,83.33333333333334,100.0,99.96665833124948,100.0,100.0,42.257145218467855,99.96824224937035,99.99999999999999,8.026945625990558e-05,99.59156792979223,99.99999999999996,8.123270003444658,10.592875841139014,2.469605837694355
St. Kitts & Nevis,Central-America,19896,High income,266.91444315422945,132509.12839775125,0.020778600429902,1,261,3,9.914974922378793,-0.174559266751992,24,10,0.1246753246753246,13,14.88461538461525,29.615384615384617,50.6602564102564,2.5621794871794874,6.782051282051283,19.1724358974359,0.0,0.0,0.0,26.560725994980327,33.51742862425015,58.949255235811236,4.898941228194596,10.925061133111724,27.96151755558859,0.057248628843974546,0.7651107705133993,6.229832957951104,5.586928169424535,11.794406815603296,6.20747864617876
South Korea,Asia,31762,High income,100192.89220629499,93471459.28045408,3.421473909141125e-05,1,149901,4,80.51841481830346,0.1166209740912169,221,12,0.1374822070496272,2861,5.9393939393939394,13.555555555555555,32.90909090909091,2.762525252525253,6.854444444444445,24.16474747474747,0.0,2.0,15.434343434343434,75.94176320602064,86.71026249193889,94.75740921643013,71.44757685452487,83.91151709895473,92.87366235396117,66.89237655189628,80.682746987824,91.36011215315467,11.5148525290519,18.35316669932377,6.83831417027187
Kuwait,Asia,32032,High income,17403.149611900848,5725209.522677275,0.0003110939998638,1,16845,3,38.63980744417192,0.127380012564009,111,18,0.1222444889779559,104,14.885858585858582,38.59393939393939,73.22626262626262,3.583838383838384,14.891818181818183,53.94585858585859,0.0,1.9000000000000021,32.081818181818186,56.852676712894926,74.39646176743348,87.82268913129153,45.81839768192225,69.04581844762842,83.22051183041245,30.66591381844908,62.85683627536372,79.87908364151902,9.764406481000103,15.560389704582452,5.795983223582349
Laos,Asia,2535,Lower middle income,230144.84012422612,16286453.32846797,0.0015967555870458,1,2497,4,37.45793249247344,0.0555761191045252,102,8,0.1157007376185458,360,48.13131313131305,78.07777777777777,95.13232323232323,22.47939393939394,50.999898989898995,88.99585858585858,7.878787878787878,26.01515151515152,80.05353535353535,86.83160891747858,95.80853740884709,99.44439948905355,63.48367109233365,85.47236763602497,97.72779169807629,35.960861745337425,67.1536749749976,94.14669550879648,12.34646412937306,16.605844236092032,4.259380106718972
Lebanon,Asia,7784,Upper middle income,10248.110196653135,8496781.765530143,0.000324728187378,1,15411,3,56.721989096372965,0.0429276131031583,130,12,0.1446826051112943,85,5.91919191919192,11.578787878787878,60.98080808080808,1.6096969696969696,4.6743434343434345,34.20242424242424,0.0,0.0,13.574747474747477,63.4022506837656,81.04251501550237,98.20107683119448,50.72361323256001,74.76812654417546,92.12726391238105,38.437131312665855,67.85920840533979,88.30525867456899,9.23484859650989,15.955198033947495,6.720349437437605
Liberia,Africa,622,Low income,95870.64430011444,6599240.257795972,0.0046665895329553,1,847,3,24.65838030225396,0.1303297707134368,63,6,0.1115853658536585,113,42.79999999999996,64.63535353535353,86.54545454545453,16.814242424242426,36.71979797979798,71.16434343434344,2.0,11.563636363636364,49.250505050505055,81.86538509736008,94.0567965476081,99.33681010328283,28.431544231890772,55.45673018191396,88.76368405663396,8.182264597701574,29.274578604202087,61.663376783209664,11.470755106608744,15.70246508791555,4.231709981306808
Libya,Africa,7684,Upper middle income,1625749.7751877655,29487988.298631515,0.0002531873701562,1,20581,4,76.72326335035622,0.0403739879213053,189,18,0.1586529017613549,262,43.37272727272726,69.30909090909091,92.6151515151515,15.626767676767678,38.37111111111111,83.81939393939393,2.0,15.373737373737374,66.92424242424242,88.1048550393654,93.54856294467201,99.64558020832087,75.38122803883977,90.40380577023414,97.50780055156604,54.79910554986881,83.90937661196807,95.64241902294486,14.30147966744922,17.199493562073688,2.898013894624466
St. Lucia,Central-America,11611,Upper middle income,614.6724583394007,268946.04078721127,0.025177025963808,1,192,3,9.370312090217675,-0.0111305307699382,24,8,0.1525423728813559,13,12.395929694727103,19.79648473635523,48.69565217391303,2.1262719703977795,4.985661424606845,14.118871415356152,0.0,0.0,0.0,23.017448889662084,35.74088002709802,57.41294550396365,7.1522145954771785,15.015940954240925,29.6833501140992,0.033973751054435994,2.0747719557586213,8.64247013777287,6.421089537865102,12.502266046593633,6.0811765087285305
Liechtenstein,Europe,173356,High income,161.91660789819662,126746.61904399948,0.0178210929342151,1,256,3,15.8914723285764,-0.123260575838197,42,6,0.2025,36,48.69565217391305,59.267080745341616,79.35403726708074,8.278053830227742,22.226915113871637,55.15072463768116,0.0,0.0,18.9648033126294,70.9639521978371,90.1240498323374,97.49732612390835,34.38173640641727,59.97565779294697,85.47707386349941,3.1296394477811273,24.017700188108904,63.55106126986465,5.087081436634335,11.74994524688859,6.662863810254255
